,name,archetype,position,overall,outside_scoring,athleticism,inside_scoring,playmaking,defending,rebounding,intangibles,potential,total_attributes,close_shot,mid_range_shot,three_point_shot,free_throw,shot_iq,offensive_consistency,speed,acceleration,strength,vertical,stamina,hustle,overall_durability,layup,standing_dunk,driving_dunk,post_hook,post_fade,post_control,draw_foul,hands,pass_accuracy,ball_handle,speed_with_ball,pass_iq,pass_vision,interior_defense,perimeter_defense,steal,block,lateral_quickness,help_defense_iq,pass_perception,defensive_consistency,offensive_rebound,defensive_rebound,weight,height
444,Evan Eschmeyer,Paint Protector,C,68,48,63,54,31,51,73,80,78,"2,032",61,49,25,75,50,30,34,30,71,59,86,80,83,41,70,30,60,58,62,44,64,35,38,25,32,26,71,30,41,62,30,58,59,60,72,73,NaN,211
445,Dirk Nowitzki,2-Way 3-Level Scorer,PF,96,95,68,86,57,65,84,98,97,"2,895",98,98,90,89,98,98,46,40,80,40,98,90,82,78,75,50,93,99,97,95,98,69,60,25,69,60,80,43,50,69,43,84,64,85,83,84,110,216
446,Jason Terry,Versatile Offensive Force,PG,86,87,74,55,82,57,35,70,88,"2,578",77,95,83,85,94,90,89,89,40,63,85,73,77,93,25,40,50,50,35,63,85,78,84,89,82,79,33,69,63,40,69,65,68,50,31,39,81,188
447,Tyson Chandler,Defensive Anchor,C,84,60,71,70,39,72,91,98,84,"2,556",82,54,26,73,75,50,64,40,80,74,87,75,76,69,95,79,65,52,66,79,58,40,35,25,64,31,88,54,58,75,54,89,75,85,93,89,108,216
448,Shawn Marion,2-Way Inside-the-Arc Scorer,SF,83,77,76,73,57,73,78,98,89,"2,790",95,78,60,77,82,70,67,67,60,80,86,90,85,80,70,85,72,54,69,58,95,60,61,60,70,34,75,76,77,65,87,78,65,60,74,81,99,201
449,Jason Kidd,2-Way Inside-Out Playmaker,PG,82,78,77,52,84,74,50,80,91,"2,709",77,74,79,87,90,60,82,82,58,70,93,80,77,84,25,29,40,55,48,38,95,84,86,80,90,82,70,82,85,30,87,80,80,80,37,62,92,193
450,Caron Butler,2-Way Sharpshooter,SF,80,81,74,66,72,64,46,60,87,"2,634",75,88,86,77,85,75,69,67,74,60,85,79,81,74,35,65,47,75,74,87,70,70,75,63,80,72,54,75,75,37,80,74,58,55,40,51,103,201
451,Peja Stojakovic,Sharpshooter,SG,77,84,71,56,57,60,55,85,82,"2,492",77,90,86,94,90,65,64,62,54,65,80,80,94,75,25,50,58,60,58,40,80,61,70,51,64,39,47,66,59,51,66,65,74,55,48,62,99,206
452,DeShawn Stevenson,2-Way Sharpshooter,SG,77,70,73,57,52,74,55,70,78,"2,496",60,84,89,88,70,30,72,69,42,84,92,72,81,71,40,75,35,51,44,60,82,54,68,53,46,37,55,84,73,56,87,81,74,80,41,68,100,196
453,J.J. Barea,Position: PG,"Height: 6&apos0"" (183cm) | Weight: 185lbs (83kg)",77,80,73,45,79,46,41,85,77,"2,356",71,74,78,84,92,80,87,87,28,75,85,72,79,83,25,25,25,30,25,65,79,78,78,86,79,76,25,64,36,25,76,45,45,50,35,47,NaN,NaN
454,Corey Brewer,2-Way Inside-the-Arc Scorer,SF,76,68,78,63,62,71,43,70,79,"2,575",78,84,66,71,70,40,79,77,60,80,89,80,82,78,40,85,44,57,46,75,82,65,72,75,60,40,58,77,75,47,84,75,79,70,38,48,85,206
455,Brendan Haywood,Defensive Anchor,C,75,43,68,68,36,59,86,40,78,"2,220",60,45,25,36,60,30,40,40,84,60,85,85,85,50,85,49,74,69,70,70,75,32,35,25,59,27,84,27,57,84,27,84,47,65,88,84,118,213
456,Ian Mahinmi,Defensive Anchor,C,72,59,65,68,39,66,79,25,80,"2,332",91,67,25,77,61,35,40,35,79,58,78,82,83,46,75,69,68,62,66,80,76,32,35,25,64,37,80,40,63,87,40,80,69,65,80,77,113,211
457,Brian Cardinal,Stretch Four,SF,72,77,55,54,38,48,60,98,72,"2,137",67,58,91,80,98,65,31,26,52,55,77,62,81,57,45,45,52,56,55,38,84,35,44,31,35,44,55,36,48,55,36,68,55,30,62,58,104,208
458,Jason Kidd,2-Way Slashing Playmaker,PG,94,85,87,67,96,84,60,30,95,"3,052",75,84,74,81,98,95,94,94,70,82,98,90,84,94,25,29,60,68,70,94,95,98,93,94,98,98,70,94,96,30,97,95,95,95,45,75,92,193
459,Kenyon Martin,2-Way 3-Level Scorer,PF,83,79,86,80,55,75,67,60,92,"2,879",96,85,79,68,75,70,81,81,80,85,97,95,85,80,90,70,78,65,78,82,97,48,43,69,62,53,82,65,74,82,65,85,68,80,70,64,101,206
460,Keith Van Horn,2-Way 3-Level Scorer,SF,82,84,65,68,66,60,76,98,89,"2,640",88,88,80,80,85,80,69,67,36,53,95,60,73,85,50,65,64,75,64,52,85,74,78,67,70,42,52,78,52,50,80,64,50,50,74,78,99,208
461,Kerry Kittles,2-Way Sharpshooter,SG,82,81,81,61,64,71,37,98,82,"2,672",65,93,87,74,84,80,85,87,60,72,84,90,87,82,35,40,40,77,52,75,86,60,76,63,75,45,58,81,55,35,81,85,84,85,28,46,95,196
462,Richard Jefferson,Inside the Arc Scorer,SF,78,71,85,66,71,63,43,75,89,"2,651",88,81,69,71,69,45,87,85,69,92,98,85,78,84,60,85,45,62,70,48,75,68,79,78,67,62,60,69,60,47,79,68,63,55,31,55,104,201
463,Brian Scalabrine,Stretch Four,PF,72,82,58,50,48,44,54,80,78,"2,153",77,84,89,73,98,70,45,32,59,55,85,45,83,48,25,38,45,62,56,44,82,53,35,25,84,42,42,39,57,52,39,44,45,35,52,56,108,206
464,Aaron Williams,Paint Protector,C,72,66,63,64,45,62,64,50,75,"2,327",74,73,27,70,88,65,60,45,80,57,80,42,80,68,75,65,69,60,62,44,66,39,44,25,70,48,79,42,44,69,42,77,75,70,58,70,99,206
465,Todd MacCulloch,Glass Cleaner,C,72,57,50,59,29,51,79,98,72,"2,046",59,63,25,67,80,45,25,25,75,30,62,55,77,28,69,40,75,65,62,69,65,32,32,25,30,28,73,25,55,62,25,67,44,60,86,71,126,213
466,Jason Collins,Paint Protector,C,71,58,56,53,31,69,63,70,71,"2,137",55,46,25,72,84,65,39,33,82,50,66,43,79,41,70,42,60,65,65,52,28,31,35,27,33,30,80,59,64,63,44,80,77,85,69,57,NaN,213
467,Dikembe Mutombo,Glass-Cleaning Lockdown,C,84,49,65,67,35,73,83,98,90,"2,395",53,35,25,58,65,60,36,25,83,50,85,80,95,32,97,40,82,48,70,75,88,45,29,25,45,32,97,32,58,93,32,88,85,98,79,87,113,218
468,Mahmoud Abdul-Rauf,Shot Creator,PG,84,87,79,59,76,56,35,70,87,"2,598",85,88,82,95,85,85,86,86,32,87,94,78,92,84,25,80,25,81,25,63,85,73,80,86,70,72,25,65,62,30,78,69,48,70,31,39,73,185
469,LaPhonso Ellis,Paint Defender,PF,81,71,82,73,53,68,70,98,87,"2,717",72,72,55,67,80,80,80,80,75,85,87,85,82,77,75,80,58,68,66,71,88,49,65,62,49,40,79,50,59,58,50,85,79,85,68,71,108,203
470,Reggie Williams,Balanced Scorer,SF,78,76,74,67,69,67,50,98,87,"2,672",79,76,77,73,83,70,75,75,50,72,83,75,87,80,60,82,40,62,63,61,84,70,70,69,71,66,55,77,69,56,81,70,56,70,46,54,88,201
471,Bryant Stith,2-Way Mid-Range Shooter,SG,77,77,81,63,68,71,47,85,81,"2,696",77,78,65,82,85,75,73,73,79,77,88,84,92,77,50,75,25,55,55,80,85,75,76,70,78,41,66,78,74,35,76,79,78,80,48,46,94,196
472,Robert Pack,Slashing Playmaker,PG,76,67,80,56,85,51,39,74,82,"2,483",75,68,62,75,64,60,85,84,50,98,91,77,75,84,25,90,36,44,25,67,80,83,80,91,82,87,27,54,83,35,72,50,45,45,35,43,81,188
473,Rodney Rogers,Balanced Scorer,PF,74,72,70,72,54,62,57,71,84,"2,532",80,79,82,67,58,65,52,52,80,75,74,75,80,70,88,84,63,75,70,57,70,55,82,36,54,43,72,52,69,61,52,60,72,60,62,51,106,201
474,Tom Hammonds,Paint Defender,PF,73,57,63,67,36,59,75,98,77,"2,295",74,38,25,68,50,87,42,36,70,58,68,95,75,53,90,68,72,70,70,44,65,40,41,25,42,31,77,42,58,47,42,68,70,70,75,74,101,206
475,Carmelo Anthony,Offensive Threat,SF,93,83,89,86,82,73,62,90,93,"3,108",70,97,80,79,75,98,92,89,82,85,98,82,95,89,75,95,70,95,88,83,95,84,94,83,94,55,73,72,78,68,80,70,74,65,45,78,108,203
476,Allen Iverson,Offensive Threat,SG,89,88,89,60,85,66,40,98,99,"2,857",93,93,77,81,90,95,94,94,65,93,95,97,85,88,25,65,25,50,33,94,98,84,98,92,85,68,30,72,82,37,91,70,77,65,34,45,74,183
477,Marcus Camby,Defensive Anchor,C,87,71,74,70,37,76,91,95,87,"2,661",86,75,65,71,86,45,64,62,78,60,95,95,66,60,90,71,81,38,79,44,94,45,35,26,50,28,95,56,60,96,56,95,60,90,85,97,99,211
478,Kenyon Martin,2-Way Inside-the-Arc Scorer,PF,80,66,85,76,54,70,67,55,82,"2,701",84,77,42,58,75,60,74,81,80,85,97,95,85,80,90,70,78,65,78,48,97,48,43,62,62,53,82,60,74,82,65,82,68,50,70,64,101,206
479,J.R. Smith,2-Way 3-Level Scorer,SG,79,75,79,59,71,62,40,80,82,"2,570",74,84,88,72,59,70,84,82,52,92,95,72,79,84,40,94,25,62,45,37,83,78,80,75,74,50,45,78,63,42,85,73,62,50,35,45,99,198
480,Eduardo Najera,3PT Shooter,SF,75,74,72,50,64,62,67,98,75,"2,472",60,59,81,71,98,75,62,67,55,63,92,85,82,75,25,55,30,45,60,33,80,65,76,39,68,70,66,59,64,55,67,68,56,60,67,66,108,203
481,Steven Hunter,Paint Protector,C,73,49,73,68,41,62,64,73,78,"2,325",79,40,31,45,50,50,52,42,74,85,86,90,83,58,85,63,60,58,62,70,84,54,50,25,50,26,77,45,35,89,45,75,68,60,72,56,99,213
482,Yakhouba Diawara,Tempo-Pushing Guard,SG,69,61,71,43,72,59,48,98,77,"2,309",61,60,61,65,71,50,74,68,40,39,98,92,85,69,25,25,31,40,25,50,81,71,75,76,69,67,48,74,51,30,78,70,55,65,44,51,NaN,201
483,Linas Kleiza,Position: SF,"Height: 6&apos8"" (203cm)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,NaN,NaN
484,Paul George,2-Way 3-Level Point Forward,SF,92,88,82,73,80,80,53,98,92,"3,017",84,82,84,86,98,95,74,77,60,88,95,90,93,86,55,85,40,74,70,75,95,76,83,79,84,77,63,94,69,47,94,90,84,95,37,69,99,206
485,Roy Hibbert,Paint Beast,C,83,67,60,69,38,66,77,94,87,"2,420",86,74,45,77,88,30,26,25,88,41,90,68,80,52,90,53,93,60,77,63,63,37,35,25,58,35,93,25,57,84,25,93,64,85,84,70,126,218
486,David West,2-Way Inside-the-Arc Scorer,PF,81,83,65,75,49,71,83,70,81,"2,683",93,89,71,75,85,85,30,35,88,50,85,85,80,63,75,65,88,89,88,60,70,55,40,30,52,70,82,68,70,88,43,82,72,65,82,84,NaN,206
487,Lance Stephenson,Inside-Out Shot Creator,SG,80,74,81,63,75,64,58,85,85,"2,694",86,69,79,71,74,65,82,82,74,70,85,84,91,84,50,74,47,63,55,48,85,72,87,79,68,71,48,78,37,30,85,77,84,75,45,70,103,196
488,George Hill,2-Way Playshot,PG,80,82,77,51,79,69,43,80,83,"2,628",96,86,83,81,84,60,76,77,52,88,92,74,79,76,25,45,33,61,38,48,84,84,86,78,84,62,48,80,63,40,87,80,70,80,34,51,85,191
489,C.J. Watson,3 & D Point,PG,75,72,77,45,74,69,50,98,76,"2,522",59,61,79,74,89,70,80,80,40,69,98,88,84,64,25,25,25,39,29,67,85,69,81,77,71,70,38,83,79,50,84,77,59,80,49,51,NaN,188
490,Luis Scola,Inside-Out Glass Cleaner,PF,75,76,63,69,44,52,78,60,76,"2,378",85,70,81,69,70,80,43,41,76,46,77,75,86,59,55,58,82,82,84,73,58,41,37,34,64,44,70,27,60,47,41,62,64,45,83,73,NaN,206
491,Evan Turner,Mid-Range Shooter,SF,73,67,74,56,74,58,52,80,77,"2,458",76,77,75,81,50,40,67,68,60,70,82,88,85,78,40,63,31,52,50,42,90,75,77,76,78,66,48,74,41,30,78,70,55,65,38,65,99,201
492,Ian Mahinmi,Paint Protector,C,73,56,65,66,37,63,64,40,76,"2,251",83,72,25,62,61,35,40,35,79,58,78,82,83,46,75,69,68,62,66,65,76,32,35,25,64,27,80,40,49,82,40,80,69,65,70,57,113,211
493,Solomon Hill,Perimeter Lockdown,SF,72,65,72,53,52,66,45,98,75,"2,358",78,50,72,86,68,35,73,40,58,70,90,90,81,74,30,39,51,58,51,32,86,50,72,60,42,35,48,78,61,51,85,76,66,60,36,53,101,201
494,Reggie Miller,Position: SG,"Height: 6&apos7"" (201cm) | Weight: 185lbs (83kg)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,NaN,NaN
495,Ron Artest,Position: SF,"Height: 6&apos6"" (198cm)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,NaN,NaN
496,Tyson Chandler,Defensive Anchor,C,84,60,71,70,39,72,91,98,84,"2,556",82,54,26,73,75,50,64,40,80,74,87,75,76,69,95,79,65,52,66,79,58,40,35,25,64,31,88,54,58,75,54,89,75,85,93,89,108,216
497,Isiah Thomas,2-Way Slashing Playmaker,PG,93,85,85,54,95,70,40,90,97,"2,841",88,84,72,81,95,90,92,92,60,74,94,94,90,97,25,65,25,29,25,75,92,94,97,92,95,95,40,81,71,35,88,84,78,85,35,45,81,185
498,Joe Dumars,2-Way Sharpshooter,SG,91,88,79,62,77,84,55,98,93,"2,937",85,88,85,84,98,90,67,69,67,73,98,98,79,85,25,51,58,59,39,83,98,79,80,69,79,77,66,97,88,38,97,95,95,98,54,55,86,191
499,Dennis Rodman,Glass-Cleaning Lockdown,PF,83,56,86,63,43,74,87,80,89,"2,590",70,64,52,62,50,35,82,82,75,85,91,99,88,67,80,80,60,48,45,50,75,45,35,74,30,32,94,53,60,61,53,90,90,90,94,80,99,201
500,Mark Aguirre,2-Way Finisher,SF,82,82,83,72,67,75,58,98,89,"2,882",85,75,68,73,98,90,80,80,78,63,98,98,86,75,48,55,65,84,90,73,87,55,69,75,70,66,65,84,57,55,82,88,75,90,57,58,104,198
501,Vinnie Johnson,Mid-Range Facilitator,SG,82,83,77,53,78,67,50,98,84,"2,668",88,85,65,73,98,90,76,76,70,60,87,83,88,86,25,25,25,59,33,84,85,78,83,72,82,74,44,75,73,37,76,78,79,75,56,43,90,188
502,Bill Laimbeer,2-Way Stretch Five,C,80,82,62,62,46,65,72,60,88,"2,461",78,80,84,83,84,85,25,25,83,35,85,90,90,55,50,40,69,68,66,63,82,64,38,25,62,39,90,25,58,62,25,86,86,90,56,87,110,211
503,James Edwards,Glass Cleaner,C,77,68,60,70,34,55,79,85,85,"2,331",84,72,25,68,75,85,50,50,75,27,70,65,80,43,80,42,80,86,80,79,73,35,27,42,36,31,70,34,45,55,34,70,65,70,74,84,101,213
504,Rick Mahorn,Paint Defender,C,77,62,61,57,33,65,74,98,76,"2,260",62,35,25,74,95,80,39,39,95,35,68,69,80,40,72,40,55,55,60,65,68,38,35,29,35,29,85,29,58,62,29,84,85,90,68,79,108,208
505,John Long,Mid-Range Specialist,SG,74,79,73,54,66,61,36,80,82,"2,468",75,86,73,85,82,75,74,72,58,70,85,74,81,72,25,50,52,54,56,49,74,68,69,62,67,62,50,62,61,32,73,68,64,75,35,36,NaN,196
506,John Salley,Paint Defender,PF,72,58,66,63,37,62,69,98,75,"2,304",70,45,34,69,70,60,51,48,60,70,70,80,82,60,95,65,45,50,48,72,68,41,40,33,40,33,68,49,61,70,49,65,68,65,74,63,104,211
507,Darryl Dawkins,Interior Big,C,65,52,57,66,31,47,55,40,88,"2,013",64,60,25,50,55,55,40,27,80,70,60,50,75,30,97,80,60,60,55,89,60,35,35,25,34,28,70,36,25,52,36,68,45,45,62,47,113,211
508,Chauncey Billups,All-Around Threat,PG,89,86,84,53,87,77,41,60,91,"2,810",87,78,84,87,94,85,85,85,75,72,93,95,80,92,25,25,38,44,40,77,81,94,88,85,91,78,58,94,63,30,96,88,95,95,32,50,91,191
509,Ben Wallace,Defensive Anchor,C,89,52,87,65,44,83,84,75,89,"2,649",71,45,25,44,80,45,79,79,92,85,91,98,83,55,80,65,60,48,45,67,98,54,45,32,55,34,98,49,77,95,49,98,97,99,82,86,108,206
510,Richard Hamilton,2-Way Diming Sharpshooter,SG,88,89,76,67,80,74,49,98,88,"2,878",82,87,86,86,98,97,73,74,55,62,98,98,70,85,35,70,39,70,60,79,95,81,78,73,90,79,64,85,65,37,86,85,88,85,48,49,83,198
511,Corliss Williamson,Hybrid Defender,SF,75,69,78,66,63,69,61,60,80,"2,615",88,72,51,73,78,50,64,64,86,75,85,90,81,80,55,75,56,60,72,50,80,60,68,58,64,66,76,75,62,47,78,74,70,70,62,60,110,201
512,Mike James,Shot Creator,PG,74,75,76,40,80,52,40,85,74,"2,346",66,77,78,73,85,70,84,84,48,57,86,91,80,68,25,25,25,25,25,46,77,78,86,84,78,72,25,63,59,30,75,58,55,50,33,46,NaN,188
513,Darvin Ham,Athletic Finisher,SF,72,59,73,59,49,60,65,98,79,"2,364",62,60,79,60,60,35,68,69,60,84,80,72,80,64,70,90,45,40,35,60,64,40,65,57,51,30,60,74,61,52,79,64,48,40,77,52,99,201
514,Elden Campbell,Paint Protector,C,72,60,54,63,32,57,67,98,78,"2,165",74,55,30,68,70,60,26,25,85,33,68,52,88,38,80,40,68,68,68,73,69,29,38,25,31,38,74,30,60,81,30,62,54,65,58,76,97,211
515,Darko Milicic,Rim Protector,C,72,49,62,57,38,61,74,98,72,"2,175",61,59,25,58,45,45,57,57,65,49,75,63,65,46,70,51,68,40,58,75,49,37,35,49,37,34,75,26,73,92,26,73,75,45,65,82,113,213
516,Lindsey Hunter,Ball Hawk,PG,70,70,80,42,74,55,42,69,78,"2,353",73,77,72,72,74,50,81,81,72,80,91,73,81,80,25,30,25,40,26,30,80,70,81,80,69,70,31,59,87,42,75,57,38,50,36,48,77,188
517,Tremaine Fowlkes,Perimeter Defender,SF,68,62,69,41,53,57,58,80,68,"2,163",64,66,67,72,51,50,55,53,49,66,88,89,80,59,25,65,25,31,30,30,66,52,59,52,53,49,33,68,61,33,58,62,69,70,56,59,NaN,203
518,Vince Carter,All-Around Threat,SG,94,90,86,81,82,74,53,98,95,"3,084",91,85,88,79,98,98,88,88,57,99,98,90,81,93,80,99,46,78,67,84,98,82,85,84,79,79,60,80,63,61,82,77,88,80,51,55,97,198
519,Tracy McGrady,3-Level Shot Creator,SG,84,77,83,80,71,69,64,90,95,"2,907",86,84,79,70,70,75,87,87,68,98,90,80,73,84,75,93,61,84,74,76,90,58,84,83,65,67,66,65,64,81,68,70,75,65,65,62,95,203
520,Doug Christie,3 & D Two Guard,SG,80,77,73,58,73,79,47,70,82,"2,678",66,75,80,84,98,60,74,72,50,70,83,86,77,78,47,75,25,55,33,67,85,75,76,67,76,71,55,90,71,52,90,92,88,90,40,53,90,198
521,Antonio Davis,Defensive Anchor,C,78,64,67,73,41,65,76,70,78,"2,453",68,68,25,76,86,60,57,47,70,59,80,76,80,60,85,75,70,58,75,75,84,45,35,26,66,32,79,47,56,67,47,80,70,70,71,80,97,206
522,Charles Oakley,2-Way Mid-Range Shooter,PF,76,75,75,54,51,68,64,70,87,"2,494",62,77,75,77,74,85,69,69,90,52,75,86,85,50,60,58,45,45,55,42,80,49,29,64,49,62,88,36,69,52,36,85,90,90,51,76,101,203
523,Muggsy Bogues,Playmaking Shot Creator,PG,76,75,78,44,84,54,38,65,82,"2,419",73,78,79,90,85,45,86,86,25,80,92,90,90,77,25,25,25,40,25,49,82,85,88,86,88,73,25,66,64,30,79,60,45,60,33,43,61,160
524,Kevin Willis,Glass-Cleaning Finisher,PF,75,67,60,70,54,54,77,98,82,"2,410",76,74,44,79,98,30,30,27,74,55,72,69,90,58,90,48,92,60,73,75,65,55,50,25,90,49,70,38,58,60,38,60,54,50,80,74,99,213
525,Alvin Williams,Diming Inside the Arc Scorer,PG,75,73,68,60,78,66,45,80,75,"2,554",79,78,75,73,80,55,74,69,54,57,85,60,74,79,25,25,55,70,70,65,93,82,79,75,80,73,52,70,71,50,81,77,60,65,43,46,83,196
526,Dell Curry,Sharpshooter,SG,72,81,65,46,63,53,39,80,84,"2,289",82,85,88,75,80,75,61,51,55,60,75,75,79,74,25,55,25,51,25,40,70,58,75,67,60,55,33,58,61,40,62,64,58,50,30,48,86,193
527,Dee Brown,3-Level Scorer,PG,72,79,79,60,65,57,39,72,83,"2,512",76,81,85,85,74,70,77,77,50,94,88,88,82,77,40,90,31,71,48,37,82,55,77,78,58,55,30,66,73,50,79,55,50,50,42,36,72,185
528,Haywoode Workman,Tempo-Pushing Point,PG,70,64,76,42,75,60,42,75,89,"2,353",65,60,70,67,62,60,81,81,44,61,70,95,98,76,25,25,30,31,25,40,84,70,80,80,72,74,25,70,70,25,83,68,74,65,35,48,NaN,188
529,John Thomas,Paint Protector,C,68,51,61,50,35,50,72,98,71,"2,022",75,60,25,56,60,30,41,35,78,43,71,75,82,40,60,30,59,48,62,50,51,25,35,40,48,28,68,38,38,50,42,70,51,45,74,70,NaN,206
530,Kawhi Leonard,All-Around Threat,SF,97,91,85,80,82,89,71,98,98,"3,239",94,87,83,85,98,98,81,76,79,79,98,98,82,93,55,86,50,88,85,88,98,82,86,79,82,80,83,97,92,50,97,97,97,98,70,72,104,201
531,Pascal Siakam,2-Way 3-Level Scorer,PF,86,84,82,80,57,76,57,80,97,"2,910",79,80,82,81,98,85,76,78,70,79,95,95,82,84,85,80,79,74,82,74,84,40,69,69,45,64,86,79,42,65,78,88,82,90,42,72,104,206
532,Kyle Lowry,2-Way Playshot,PG,86,84,83,54,85,70,44,98,86,"2,770",68,77,79,86,98,95,84,84,67,72,96,97,79,88,25,25,38,44,40,74,95,89,86,84,89,79,58,86,46,51,84,86,70,80,34,53,92,183
533,Serge Ibaka,2-Way 3-Level Scorer,C,81,85,74,69,41,66,74,70,85,"2,610",90,80,81,74,97,85,49,52,75,83,91,75,94,71,80,80,60,57,70,50,81,29,35,33,72,36,80,56,36,68,57,80,71,80,65,82,106,213
534,Fred VanVleet,2-Way 3PT Playmaker,PG,81,80,77,45,82,70,40,70,82,"2,579",65,74,83,84,93,80,83,83,42,70,95,85,82,78,25,35,30,32,28,50,85,84,86,83,82,74,27,81,80,45,84,79,80,80,31,49,88,183
535,Danny Green,3 & D Two Guard,SG,79,76,72,52,61,78,45,98,80,"2,569",77,70,86,79,84,60,64,64,60,69,83,80,82,72,40,63,30,54,35,42,82,67,70,60,68,38,62,87,65,66,90,88,80,85,35,54,97,198
536,OG Anunoby,3 & D Wing,SF,76,68,79,57,57,72,55,80,80,"2,541",60,72,81,63,70,60,81,83,60,85,80,80,81,78,60,80,38,37,36,41,85,58,72,71,52,34,61,79,59,61,83,77,78,75,46,64,104,201
537,Norman Powell,Shooter,SG,76,80,78,53,68,66,55,98,79,"2,608",75,78,80,83,98,65,79,83,46,80,92,85,82,77,25,75,30,32,28,69,88,60,72,77,69,64,50,75,63,52,78,70,72,70,54,55,97,191
538,Jeremy Lin,Mid-Range Shooter,PG,73,76,73,51,75,54,32,98,89,"2,425",74,76,71,81,95,60,76,76,45,75,82,75,80,75,25,45,28,45,38,58,94,75,78,75,75,70,28,67,43,45,70,58,57,60,29,34,90,191
539,Chris Boucher,Glass Cleaner,C,73,66,69,62,35,56,86,60,79,"2,305",80,64,71,75,59,45,57,55,65,71,85,70,77,69,80,55,62,44,62,59,68,33,41,25,49,29,68,37,42,90,42,70,40,55,90,82,90,206
540,Hakeem Olajuwon,Paint Beast,C,90,79,73,89,55,81,94,98,97,"2,999",98,77,30,71,98,98,53,50,88,60,95,79,89,78,95,65,98,98,99,84,97,60,61,29,60,63,99,49,65,88,49,98,98,98,92,95,115,213
541,Otis Thorpe,Glass-Cleaning Lockdown,PF,80,67,71,78,38,60,80,98,83,"2,527",78,50,30,65,98,80,55,40,80,55,98,70,97,59,97,64,75,75,81,72,98,31,56,30,33,39,82,50,58,40,44,74,58,75,79,80,112,208
542,Kenny Smith,Playmaking Shot Creator,PG,79,83,74,53,80,58,35,85,85,"2,543",80,85,85,87,81,80,82,82,50,60,82,77,85,75,25,75,36,44,25,68,79,81,82,82,82,71,40,70,60,27,81,70,45,70,31,38,77,191
543,Vernon Maxwell,Shot Creator,SG,78,79,74,62,74,60,39,98,83,"2,597",84,84,77,74,75,80,73,72,63,66,85,80,76,79,25,63,52,63,56,80,80,71,77,71,79,71,55,65,75,37,68,68,54,60,34,44,86,193
544,Robert Horry,3PT Shooter,SF,77,73,73,67,58,64,59,98,83,"2,585",75,70,81,73,69,70,75,75,60,70,78,72,84,60,85,70,60,65,62,57,75,55,58,64,54,57,68,62,75,60,69,64,54,60,57,61,104,208
545,Sam Cassell,Mid-Range Shot Creator,PG,76,75,72,57,78,55,44,80,84,"2,491",84,83,75,84,64,60,84,84,45,48,86,75,85,77,25,46,33,63,60,67,84,77,83,84,75,72,38,60,79,35,75,58,42,50,37,50,83,191
546,Mario Elie,Shooter,SG,75,84,65,51,69,57,43,98,75,"2,423",75,82,82,86,98,80,52,46,69,54,77,72,84,62,30,58,25,55,25,74,75,74,73,56,76,68,62,58,62,32,62,65,51,65,35,50,95,196
547,Carl Herrera,Position: PF,"Height: 6&apos9"" (206cm)",72,5,--,8,--,--,--,--,--,95,--,--,30,--,--,--,--,--,--,--,--,--,--,--,--,65,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,NaN,NaN
548,Scott Brooks,Shooter,PG,71,76,65,44,69,55,37,70,71,"2,263",68,80,84,87,65,70,73,73,25,33,84,90,80,70,25,25,25,55,25,58,70,64,75,73,65,66,25,62,67,27,76,65,58,60,30,44,74,180
549,Larry Robinson,Position: SG,"Height: 6&apos3"" (191cm)",70,11,--,3,--,--,--,--,--,90,--,--,65,--,--,--,--,--,--,--,--,--,--,--,--,25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,NaN,NaN
550,Matt Bullard,Stretch Four,PF,69,75,53,46,48,50,45,90,69,"2,071",74,77,83,76,70,70,30,25,60,32,70,66,85,44,50,48,38,41,35,42,68,60,42,30,61,48,56,26,58,37,26,64,60,70,43,47,103,208
551,Earl Cureton,Glass Cleaner,PF,68,43,68,64,36,50,79,25,78,"2,079",60,45,25,36,60,30,36,36,82,64,85,85,85,50,80,50,66,52,70,70,75,32,35,25,59,27,69,30,57,40,27,68,47,60,80,78,NaN,206
552,Tracy McGrady,2-Way Playshot,SG,92,86,83,80,83,75,48,98,95,"3,047",85,87,81,68,98,98,87,82,68,95,98,80,73,89,75,85,61,84,74,74,98,82,84,84,84,82,66,82,61,47,84,84,94,85,35,60,95,203
553,Yao Ming,2-Way Inside-the-Arc Scorer,C,89,85,59,78,51,66,91,98,91,"2,703",96,88,45,86,98,98,25,25,93,28,90,73,79,48,90,40,97,75,97,82,98,55,51,25,80,43,88,26,55,80,26,90,72,90,90,92,140,229
