,name,archetype,position,overall,outside_scoring,athleticism,inside_scoring,playmaking,defending,rebounding,intangibles,potential,total_attributes,close_shot,mid_range_shot,three_point_shot,free_throw,shot_iq,offensive_consistency,speed,acceleration,strength,vertical,stamina,hustle,overall_durability,layup,standing_dunk,driving_dunk,post_hook,post_fade,post_control,draw_foul,hands,pass_accuracy,ball_handle,speed_with_ball,pass_iq,pass_vision,interior_defense,perimeter_defense,steal,block,lateral_quickness,help_defense_iq,pass_perception,defensive_consistency,offensive_rebound,defensive_rebound,anchor,backdown_punisher,boxout_beast,brick_wall,clutch_shooter,dream_shake,dropstepper,masher,post_move_lockdown,post_playmaker,post_spin_technician,rise_up,vice_grip,aerial_wizard,amped,break_starter,bully,fearless_finisher,middy_magician,pogo_stick,pro_touch,volume_shooter,agent_3,catch_and_shoot,claymore,green_machine,needle_threader,rebound_chaser,acrobat,ankle_breaker,bail_out,blinders,deadeye,dimer,floor_general,guard_up,handles_for_days,hyperdrive,killer_combos,slithery,space_creator,special_delivery,clamp_breaker,giant_slayer,limitless_range,unpluckable,fast_twitch,mismatch_expert,quick_first_step,slippery_off_ball,corner_specialist,glove,interceptor,ankle_braces,challenger,clamps,menace,off_ball_pest,pick_dodger,chase_down_artist,work_horse,comeback_kid,posterizer,limitless_takeoff,rhythm_shooter,weight,height
55,Giannis Antetokounmpo,2-Way Slashing Point Forward,SF,96,83,91,88,84,88,71,65,96,"3,268",90,75,69,68,98,98,90,87,90,85,98,95,89,98,85,91,79,74,88,97,95,84,87,80,95,74,87,95,79,72,95,96,88,95,51,90,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,100,211
56,Sidney Moncrief,2-Way Slashing Combo Guard,SG,93,87,90,77,82,83,68,90,94,"3,163",89,87,75,84,98,90,89,91,85,88,98,98,82,92,40,81,68,78,70,89,98,84,82,83,84,79,63,98,67,45,97,95,98,98,62,74,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,81,191
57,Marques Johnson,2-Way Slashing Point Forward,SF,92,90,89,84,77,77,75,98,94,"3,181",96,94,75,79,97,98,91,88,77,93,96,85,94,95,80,90,65,84,76,85,98,70,86,83,82,64,66,85,69,47,88,85,88,90,68,82,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,1.0,,,1.0,1.0,,,,,98,201
58,Ray Allen,2-Way 3-Level Scorer,SG,91,93,85,68,75,64,44,95,91,"2,851",90,90,97,90,95,95,90,88,62,92,98,82,82,92,25,85,44,60,60,84,94,74,78,81,82,58,45,79,60,37,84,70,70,65,42,45,,,,,1.0,,,,,,,,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,1.0,1.0,,,1.0,,1.0,,,,,1.0,,1.0,,1.0,,,1.0,1.0,,,,,,,,1.0,,1.0,1.0,,,,92,196
59,Bob Dandridge,2-Way Diming 3-Level Scorer,SF,88,88,81,77,78,75,71,98,88,"3,031",92,89,77,83,94,95,73,74,60,85,96,95,85,90,46,70,78,80,82,77,95,72,75,74,95,75,60,82,76,55,82,81,75,85,72,70,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,88,198
60,Michael Redd,3-Level Scorer,SG,88,90,79,66,75,69,42,95,88,"2,818",84,88,94,86,94,95,80,79,50,70,96,85,94,89,35,70,35,70,60,84,86,76,82,80,78,58,64,74,65,52,74,75,75,75,40,43,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,,,99,198
61,Khris Middleton,2-Way 3-Level Scorer,SF,88,91,78,69,73,71,51,90,88,"2,855",90,92,86,89,96,95,71,72,73,66,92,80,90,84,40,65,49,64,83,65,98,78,77,71,70,71,72,85,43,35,85,83,80,85,37,65,,,,,1.0,,,1.0,,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,,,,,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,100,201
62,Vin Baker,2-Way Inside-the-Arc Scorer,PF,87,82,77,86,69,69,86,98,88,"2,972",84,77,70,69,95,95,65,56,79,66,95,89,89,79,75,73,90,92,90,90,95,68,70,54,95,60,80,46,67,77,46,77,81,80,88,84,,1.0,,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,101,208
63,Junior Bridgeman,2-Way 3-Level Point Forward,SF,87,88,85,65,79,71,73,98,87,"2,929",90,88,78,88,95,90,86,86,75,88,95,98,65,88,25,85,25,59,59,79,98,74,86,81,90,62,59,79,64,32,80,82,79,90,72,74,,,,,,,,1.0,,,,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,95,196
64,Terry Cummings,2-Way Inside-the-Arc Scorer,PF,87,87,79,85,56,68,78,80,87,"2,898",91,84,74,79,96,95,61,65,82,87,95,76,87,81,82,80,84,88,92,84,85,55,68,46,60,52,80,54,67,55,54,77,75,85,76,79,,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,99,206
65,Glenn Robinson,One of a Kind,SF,87,89,86,83,81,81,79,50,87,"3,141",88,84,83,84,97,95,85,85,85,86,95,89,75,80,65,90,84,84,84,80,99,80,86,84,84,69,79,84,77,74,85,84,83,80,79,79,,1.0,,,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,NaN,201
66,Brian Winters,2-Way Diming Sharpshooter,SG,86,89,82,63,77,72,60,98,90,"2,876",80,84,87,88,98,95,74,74,66,76,98,91,95,80,41,60,31,45,70,75,98,79,76,70,79,79,59,79,84,54,74,79,75,75,59,61,,,,,1.0,,,,,,,,,,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,83,193
67,Paul Pressey,2-Way Diming Finisher,SG,84,79,83,72,77,77,65,80,85,"2,925",77,74,67,75,95,85,68,64,69,92,98,98,90,85,62,90,36,66,60,79,98,79,78,74,81,72,64,94,69,51,90,81,80,90,64,65,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,1.0,,1.0,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,83,196
68,DeMar DeRozan,Playmaking Shot Creator,SF,89,92,86,81,76,64,48,80,89,"2,964",98,90,79,89,98,98,82,82,73,88,98,90,91,92,55,84,65,78,87,95,95,73,83,80,75,71,50,73,40,45,76,74,82,70,36,60,,,,,1.0,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,99,198
69,Zach LaVine,Versatile Offensive Force,SG,88,90,83,78,82,66,55,98,89,"2,977",94,82,84,85,98,98,84,84,49,97,98,85,83,95,60,95,59,59,59,96,98,79,88,81,88,74,62,69,62,59,75,68,69,65,49,60,,,,,,,,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,90,196
70,Nikola Vucevic,Back-To-Basket Big,C,83,82,72,80,58,56,75,90,84,"2,705",95,79,74,64,94,85,62,46,89,45,95,92,77,70,85,65,89,84,88,64,98,82,35,32,82,60,74,41,42,65,49,73,57,50,57,92,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,208
71,Lonzo Ball,2-Way 3PT Playmaker,PG,82,77,78,56,84,79,52,70,86,"2,762",55,65,84,79,92,85,85,85,52,80,93,70,80,79,30,75,35,44,40,59,84,88,86,85,89,70,60,86,80,62,86,85,90,85,41,62,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,86,198
72,Andre Drummond,Paint Beast,C,79,52,78,70,54,70,96,40,80,"2,564",84,47,47,56,40,40,60,58,95,79,89,85,81,73,95,85,70,45,75,40,80,52,45,49,70,53,77,52,83,81,52,74,70,70,95,97,,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,126,208
73,Alex Caruso,3 & D Point,PG,77,71,74,52,77,77,47,35,79,"2,573",73,67,76,86,65,60,82,82,31,72,85,85,81,78,35,75,30,43,29,60,68,78,78,82,80,67,31,89,93,51,87,88,89,90,41,52,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,84,196
74,Ayo Dosunmu,3-Level Scorer,PG,76,82,74,58,73,60,41,70,79,"2,548",80,92,81,78,80,80,76,76,52,75,85,75,80,79,25,75,35,50,42,69,87,72,79,73,79,63,38,69,42,51,78,68,69,65,32,49,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,193
75,Coby White,Shot Creator,PG,76,78,80,56,77,55,41,80,78,"2,542",73,77,82,85,75,75,85,85,56,81,90,85,80,79,30,65,34,45,49,67,80,77,86,84,77,60,49,64,35,40,77,66,64,45,30,52,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,88,193
76,Javonte Green,Lob Threat,SG,76,78,73,63,60,67,59,85,77,"2,592",73,70,79,75,95,75,72,74,46,85,80,75,82,79,25,85,52,52,52,60,95,60,72,69,68,30,62,68,66,57,69,65,80,65,58,60,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,196
77,Patrick Williams,Stretch Four,SF,75,72,75,55,57,66,54,90,82,"2,485",79,85,81,73,70,45,70,70,64,77,88,75,81,68,60,65,44,42,40,40,80,60,70,64,62,29,70,76,37,57,74,80,65,65,47,60,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,201
78,Goran Dragic,Inside the Arc Playmaker,PG,74,75,76,54,79,61,46,70,77,"2,531",86,77,71,83,70,60,76,76,44,72,92,85,84,75,25,45,25,60,39,79,85,80,86,76,80,71,32,73,56,42,73,74,70,70,39,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,86,191
79,Derrick Jones Jr.,Inside-Out Scorer,SF,74,74,79,71,55,58,61,50,75,"2,551",70,68,76,83,84,60,77,76,59,93,83,90,78,79,85,94,50,52,52,66,90,65,68,61,54,29,60,59,42,72,71,60,68,30,62,60,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,95,198
80,Tony Bradley,Glass-Cleaning Finisher,C,74,58,68,72,42,58,86,25,75,"2,342",88,66,26,67,50,50,51,42,82,51,80,90,80,74,75,60,72,62,79,65,85,44,44,33,58,32,72,35,36,85,54,70,58,55,86,85,,1.0,1.0,1.0,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,208
81,Dalen Terry,Interior Finisher,SF,71,69,76,55,73,64,56,60,78,"2,512",77,72,73,74,70,50,76,76,58,69,85,85,80,77,25,80,40,46,42,45,85,72,80,74,74,64,43,69,72,51,75,69,70,65,52,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,201
82,Marko Simonović,Rebounder,C,70,73,63,68,48,49,69,40,73,"2,307",78,70,74,78,85,55,46,46,55,59,78,80,80,70,70,65,65,67,67,63,75,57,49,38,58,37,55,45,35,64,37,55,65,35,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,211
83,Malcolm Hill,3PT Shooter,SG,69,67,67,52,55,49,55,70,70,"2,201",61,72,80,80,60,50,65,65,47,65,80,75,73,66,40,60,42,40,52,41,73,60,68,60,57,30,45,55,46,51,64,50,44,35,53,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,198
84,Justin Lewis,Athletic Finisher,SF,67,58,75,56,60,56,47,40,70,"2,272",70,70,72,71,30,35,75,75,50,80,85,80,80,67,45,75,37,38,50,40,95,50,72,70,70,37,60,64,40,44,72,60,50,60,44,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,201
85,Carlik Jones,Tempo-Pushing Point,PG,67,69,72,46,71,48,42,60,69,"2,233",70,71,74,81,70,45,74,74,50,70,80,77,81,70,25,30,36,54,32,44,78,70,76,73,70,66,37,52,52,40,73,47,44,35,39,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,185
86,Michael Jordan,All-Around Threat,SG,99,94,90,85,86,88,58,99,99,"3,324",97,98,89,83,98,98,84,86,71,96,99,98,99,97,70,95,40,97,98,84,98,92,88,85,94,70,79,98,86,50,98,99,99,98,52,63,,1.0,,,1.0,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,88,198
87,Scottie Pippen,2-Way 3-Level Point Forward,SF,97,88,86,82,84,91,89,95,97,"3,300",90,88,79,80,98,90,83,84,70,86,95,95,87,90,70,95,70,80,72,84,98,80,86,80,90,85,84,97,96,65,97,97,95,95,88,89,,,,,1.0,,,1.0,,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,1.0,,,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,95,203
88,Derrick Rose,2-Way Playshot,PG,95,90,91,72,94,70,52,98,95,"3,079",88,90,78,86,98,98,98,98,70,96,98,95,83,97,25,95,55,55,55,95,98,92,96,98,93,89,50,78,79,37,89,77,78,75,49,55,,,,,1.0,,,,,,,,,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,,86,191
89,Dennis Rodman,Defensive Anchor,PF,93,76,88,75,55,82,99,98,93,"2,986",86,65,62,65,97,80,78,78,86,88,98,99,88,55,95,70,75,48,79,79,98,61,45,50,61,59,98,77,57,50,77,98,98,98,99,98,1.0,,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,1.0,1.0,,,,,99,201
90,Artis Gilmore,2-Way Inside-the-Arc Scorer,C,93,80,80,85,47,77,96,45,93,"2,903",97,80,34,77,96,95,65,50,95,72,96,98,81,82,80,65,97,92,96,90,80,58,44,25,54,55,94,49,60,97,49,95,80,95,95,97,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,1.0,,,1.0,,108,218
91,Jimmy Butler,2-Way Diming Inside-Out Scorer,SG,91,89,83,76,79,82,69,98,91,"3,099",91,75,85,87,98,95,83,75,65,78,98,98,81,93,40,80,59,79,72,92,93,79,79,79,82,78,68,90,81,47,92,92,94,95,68,69,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,99,201
92,Jerry Sloan,2-Way Inside-the-Arc Scorer,SG,89,84,82,69,76,84,68,85,89,"2,989",80,85,75,85,98,80,80,81,60,82,87,95,88,80,45,77,52,63,53,88,95,74,75,76,84,72,52,96,83,57,96,98,92,95,58,78,,,,,,,,1.0,,,,,,,,1.0,,1.0,1.0,,,1.0,,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,81,196
93,Bob Love,2-Way Inside-the-Arc Scorer,PF,89,89,77,86,55,72,78,80,89,"2,931",94,89,72,84,97,98,69,65,82,62,95,78,85,84,80,75,90,90,86,88,95,55,62,55,70,35,82,51,60,67,79,83,70,80,74,81,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,108,203
94,B.J. Armstrong,Versatile Offensive Force,PG,87,91,77,46,88,56,39,98,87,"2,603",88,87,93,83,98,95,83,84,40,74,95,84,82,84,25,25,25,29,25,69,88,89,86,85,90,88,25,60,65,27,72,68,69,60,33,45,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,1.0,,,,,79,188
95,Joakim Noah,Defensive Anchor,C,87,62,76,69,50,78,94,80,87,"2,684",74,64,26,49,96,60,61,48,84,78,92,95,76,57,85,45,72,52,74,71,95,50,42,25,62,72,96,59,61,85,59,95,75,95,95,92,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,104,211
96,Reggie Theus,2-Way Slashing Playmaker,PG,86,86,81,74,88,69,47,95,86,"2,935",89,88,69,87,92,90,81,81,58,83,94,86,82,93,70,70,55,65,70,82,89,84,89,83,90,92,55,78,71,40,82,79,68,75,42,52,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,88,201
97,Zach LaVine,Scoring Machine,SG,86,88,82,70,80,57,48,65,86,"2,764",85,91,86,85,85,98,84,84,44,97,98,85,83,88,60,95,44,58,38,84,95,77,87,81,82,71,49,65,58,51,71,64,45,50,35,60,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,90,198
98,Toni Kukoc,2-Way Diming Sharpshooter,SF,85,85,70,70,69,71,55,98,86,"2,773",82,84,84,77,98,85,61,55,60,50,90,95,79,78,60,57,62,72,69,85,79,65,61,55,95,70,64,77,62,50,70,79,84,85,57,53,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,86,208
99,Horace Grant,2-Way Inside-the-Arc Scorer,PF,85,75,75,74,42,74,93,70,85,"2,717",81,78,36,71,98,85,52,52,81,60,98,98,86,55,84,64,75,75,75,68,98,49,36,35,52,40,93,33,63,69,69,88,84,95,92,94,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,97,208
100,Kirk Hinrich,2-Way Playshot,PG,82,73,77,48,86,77,41,35,82,"2,610",75,81,89,90,71,30,86,86,39,70,95,95,70,82,25,25,30,46,28,55,95,95,86,86,74,90,34,89,93,30,89,95,92,95,32,50,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,86,193
101,Donovan Mitchell,All-Around Threat,SG,88,91,87,66,82,71,45,90,92,"2,930",94,89,84,89,90,98,96,90,60,97,96,90,80,89,50,92,25,44,38,93,98,79,88,83,85,73,68,79,66,37,86,79,79,75,38,51,,,,,1.0,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,97,185
102,Darius Garland,Versatile Offensive Force,PG,87,92,81,58,90,56,40,75,93,"2,729",92,93,84,89,98,98,88,88,40,84,95,95,80,90,25,65,32,37,42,74,95,92,89,88,95,86,31,69,53,32,78,69,66,50,34,45,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,86,185
103,Jarrett Allen,2-Way Inside-the-Arc Scorer,C,85,83,81,82,36,65,83,70,86,"2,732",91,76,66,72,95,95,75,72,84,79,92,80,82,79,85,80,82,63,82,86,95,25,35,35,48,35,82,41,40,76,53,83,67,80,80,85,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,109,208
104,Evan Mobley,2-Way Interior Finisher,PF,84,79,80,76,64,73,72,95,95,"2,878",81,73,70,77,95,80,72,72,68,81,94,90,80,82,85,80,76,62,70,70,85,69,60,66,84,43,82,70,40,82,69,82,75,80,68,75,1.0,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,97,211
105,Kevin Love,3-Level Scorer,PF,80,83,73,77,57,55,73,50,82,"2,630",81,78,83,94,75,85,66,38,77,70,88,96,77,72,75,50,77,85,85,79,95,65,52,33,77,60,69,50,35,50,54,75,57,50,54,91,,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,113,203
106,Caris LeVert,Inside the Arc Shot Creator,SG,78,79,77,69,78,61,45,65,80,"2,674",87,79,75,80,85,70,75,77,54,80,92,80,78,89,60,75,52,54,49,79,95,75,86,72,84,71,45,74,42,51,77,70,68,60,38,51,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,92,198
107,Ricky Rubio,2-Way 3PT Playmaker,PG,78,79,68,48,82,64,47,90,79,"2,524",75,60,77,84,95,85,75,75,27,60,88,73,80,79,25,25,25,40,26,72,92,84,86,75,88,79,32,78,76,40,79,76,70,60,33,61,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,86,188
108,Isaac Okoro,3 & D Two Guard,SF,75,73,79,64,64,69,44,98,82,"2,638",56,60,78,76,95,75,77,77,67,80,89,80,82,80,45,75,47,49,50,69,95,69,72,73,69,36,60,80,42,50,83,78,77,80,45,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,101,196
109,Cedi Osman,Inside-Out Scorer,SF,75,79,73,58,69,64,41,55,76,"2,514",83,74,79,73,90,75,71,70,59,70,85,80,75,76,46,61,38,58,51,59,75,75,75,69,70,55,65,76,53,40,76,70,65,65,34,47,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,201
110,Robin Lopez,Back-To-Basket Big,C,75,65,63,75,43,57,64,40,76,"2,350",97,73,76,60,45,40,25,25,75,57,85,95,82,78,75,60,96,55,95,50,88,30,35,25,69,57,70,55,27,67,25,80,64,70,78,50,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,213
111,Lamar Stevens,Mid-Range Specialist,PF,75,73,80,66,57,61,54,90,75,"2,564",68,86,71,72,74,65,79,79,60,91,80,90,80,68,65,80,61,58,64,45,86,62,67,69,55,32,60,69,43,56,71,66,65,55,51,56,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,104,198
